,abstract,labels
331,overall_state accuracy_gain experiments method_achieves_percent novel_active_learning method_specifically_suited corresponding_fully_supervised model true_label image_labels_indicating informative_nodes cast_active_learning largest_expected_change image_according semantic_class satisfactory_level dog_road car super pixel_labels semantic_segmentation nodes_induce annotation_effort performance_reaches weakly_supervised_approaches class_label,'Machine learning applications'
332,approach_shows significantly_lower_complexity current_benchmark_data sets pose_estimation viewpoint_variation multi_view_object class_detection turn__leads efficiently_exploited this entirely_circumventing_semantic relevant_information_exclusively negative_images manual_training_supervision optimal_coverage positive_training_examples discriminatively_learns_photometric object_parts significantly_reduced_training dependency,'Optimization'
333,modifying_body_shape combined_articulated_human detection realistic_appearance captured_variations_w popular_image_parsing human_pose estimation_benchmark explicitly_control_pose report_close best_performance pose_estimation generate_samples pose_estimation_require large__manually overall_performance articulated_human_detection human_detection shape_variations training_samples art_methods,'Optimization'
334,salient_objects handle_web_scale images__different search_engines_usually perform_visual_analysis resized_msra_database demonstrate large_image_database algorithm_exploits_global features directly_predict contains_hundreds segmentation_based_schemes sliding_window_based salient_object multiple_saliency_indicators learning_approach random_forest thumbnail_images,'Optimization'
335,Interactive_object_detection unseen_images data interactive_object_annotation method image_annotation detector_based increasing_demand gives_live_feedback efficiently_annotated popular_tracking_based methods user_study object_detector video_data_available single_user detecting_objects minimizing_human_annotation time digital_image realistic_annotation_cost model_based video_annotation interactive_annotation_approach cell_microscopy potential_annotation_costs pure_algorithm_learning performance incrementally_trains,'Optimization'
336,roles superedge_grouping_method object_shape_information reduce_computation subdivide_detected_edges short_edgels edge_grouping_methods object_categories object_localization roughly_times_faster region_based_appearance features method objects__compared long__unsubdivided superedges object_detection boundary_shape methods region_information object_localization visual_words_technique individual_edges region_based_information connecting_superedges accurate_encoding image_noise appearance_information performance object_shape_information,'Machine learning applications'
337,test_stage source_samples target_samples significantly_improves generic_detector video_surveillance specific_scene false_positive motions__scene structures source_samples target_scene context_information manually_labeling novel_transfer_learning framework graph_according target_scene detection_rate drop_significantly indegrees_detect scene_specific_pedestrian detector_starting appearance_based_detector generic_pedestrian_detector confidence_scores graphical_representation confidence_scores_propagate context_cues single_objective_function confidence_svm scene_geometry underlying_visual_structures,'Optimization'
338,loss_function unsupervised_multiple_instance mil_incremental solution offline_trained_detector incremental_learning object_detection_collect thousands offline_setting training_examples pedestrian_category online_samples tracking_based_effective unsupervised_online sample_collection mechanism common_approaches generalized_detector good_performance,'Machine learning applications'
339,explicit_color_representation significant_gain object_categories level_feature_representation significant_drop pivotal_role local_structure object_detection moreover approach_yields cartoon_character_images art_object detectors_shape information object_detection image_classification leads color_attributes compact__computationally efficient method_improves color_plays early_fusion object_detection color_attributes varying_importance art_techniques_despite,'Optimization'
340,reduces_confusion accurate_pixel_assignment object_extent accurately_localize_detected objects localization__learned graph_segmentation bounding_overlap approach_leads features_pertain slight_modification local_predictions edge_cues bounding_box initial_detector large_improvement color_models detection_accuracy large_overall_improvement,'Machine learning applications'
341,street-to-shop clean_background practical_problem reliable_cross_scenario thoroughly_labeled within_scenario_one cross_scenario_clothing daily_photo_scenario mechanic_turk direct_sparse_reconstruction online_shopping_photos human_pose_discrepancy two_step_calculation cross_scenario_clothing retrieval large_discrepancies locating_human_parts extra_auxiliary cross_scenario_many clothing_attributes street__finding similar_clothing trained_human_detector extensive_experimental_evaluations online_shops query_daily_photo many_similarities large_online_shopping dataset daily_human_photo,'Machine learning applications'
342,incremental_feature_selection coding_layer spatial_regions structured_sparsity image_classification lower_dimensional_feature space fast_learning efficient_algorithm_based commonly_adopted_pipeline receptive_field_designs classification_accuracy sparse_subset adaptive_receptive_fields increases_performance significantly_smaller_codebook size best_published_performance large_number,'Machine learning applications'
343,single_image objects_aspect_layout see_fig conditional_random_fields object_categories accurately_recovering maximal_margin_parameter aspect_layout object_recognition models_performance aspect_configurations bounding_boxes joint_fashion focus_instead_detecting objects determining_object_pose topological_properties extensive_quantitative_analysis iii__characterizing novel_framework_based,'Machine learning applications'
344,submodularity_properties matroid_constraint random_walk approach_outperforms components__entropy rate discriminative_term dictionary_learning approaches_moreover near_optimal_solution objective_function similar_sparse_codes objective_function_consisting greedy_algorithm_gives highly_efficient_greedy based_optimization_algorithm approximation_bound feature_points discriminative_dictionary greedy_based_approach face__action sparse_representation magnitude_faster approach_yields_dictionaries learning_techniques objective_function graph_topology,'Probabilistic inference'
345,utilizing_particular latent_spatial_mismatch issues within_image_contexts information__object confidence powerful_algorithms exemplar_algorithms image_classification_based caltech_ucsd_birds oxford_flowers classification_purpose representation easily_designed local_feature_vector popular_machine_learning exemplar_algorithms_based hierarchical_clustering quite_general encoded_features_pooled orderless_pairs art_performances pascal_databases different_levels object_detection_priors visual_dictionary hierarchical_matching_kernel hierarchical_matching_framework,'Machine learning applications'
346,tasks art_feature fusion_methods vision_community regression_model image_classification fusion_methods combine_color marginalized_kernel kernels__surprisingly logistic_regression_based fusion_method lrff feature_fusion process_outperforms statistical_dependence combining_multiple_cues classification_accuracy level_local_shape image_classification approaches different_cues promising_task,'Optimization'
347,slight_improvement compose_images extensive_diversity allows_artists good_localization obtain_good clean_fragment_sets fragments_operate object_context context semantically_organized_fragment table source_images keyword_based_fragment search_system fragment_exemplars_describes exemplars fragment_dictionary localize_objects contribute_noise image_classification classification_performance required_manually_extracted fragments build_large_dictionaries large_scale discriminative_tests standard_exemplar_matching fragment_extraction represent_objects objects local_context advances generic_object_detection techniques fragment_dictionary_supports,'Machine learning applications'
348,caltech_ucsd_birds dataset randomly_generated_image templates image_representation subtle_image_information finrained_categorization refers largely_uncorrelated_classifiers codewords art_basic_level object_classification algorithms basic_level_class different_bird_species method_outperforms_state object_attributes finrained_image categorization__instead visual_appearances popular_codebook_based image_representation high_throughput_template share_similar_shape introduce_human_annotations novel_bagging_based algorithm annotation_free_approach challenging_problem tedious_process classifying_objects large_number,'Machine learning applications'
349,multiple_category_specific dictionaries discriminative_term different_categories joint_optimization accordingly_modeled visually_similar_object categories commonly_shared_dictionary visually_similar object_recognition novel_joint_dictionary jdl_algorithm visual_correlation challenging_especially multiple_dictionaries dictionary_learning_problem classification_scheme,'Machine learning applications'
350,model_combines_shape pets_covering_different breeds animals__particularly cats fur__fitting average_accuracy different_breeds quite_subtle_differences model visual_problem image_orientated_spatial layouts obtained_directly model_detecting flat_one finrained_object categorization_problem hierarchical_one models_obtain appearance__captured challenging_asirra_test cat_discrimination classification_approaches,'Optimization'
351,stable_representation theoretically_guaranteed_error bounds distance_bins spatial_contexts_encode rich_discriminative_information scales_vary_significantly smooth_convex_function image_classification sparse_selection distance_bins second_adjacent distance_bins discriminative__compact grouping_regularizer stable_distance_groups similar_characteristics grouped_image_spatial discriminative_contexts visual_classification empirical_risk arbitrarily_large images__spatial contexts discover_discriminative modeling_image_spatial contexts omni_range_spatial context_mining_framework context_modeling manually_specified_distance ranges contexts_modeling objective_function object_shapes small_subset encouraging_grouping,'Optimization'
352,probable_character_segmentation character_detection_problem handles_low_contrast text synthetic_fonts false_positives challenging_street_view recognition_method method_achieves_state feedback_loops texture_variation efficient_sequential_selection features_calculated locally_maximal_probability method_achieves_state text_recognition region_tested classification_stage detected_watermark_text extremal_regions ers highly_efficient_exhaustive search published_methods second_stage blur__illumination color,'Optimization'
353,effect__local descriptors_good_geometric consistency decent_phases_named sparse_coding descriptor_codes popular__sparse paradigm bof__representation two_dimensional_layouts adaptive_feature_pooling scheme image_search image_semantic_similarity search_benchmarks quantizing_local_descriptors maximally_preserve compensate_quantization_loss image_classification optimal_bof fixed_spatial_pyramids geometric_consistency gcp feature_pooling approach_enables_potential applications co_occurrence_prior label_inconsistency_distortion precise_spatial_layouts report_good_improvements local_descriptor_context supervised_dictionary_learning sparse_coding weakly_supervised_sparse coding__wsc classemes_based_attribute,'Optimization'
354,test_sample face_recognition novel_multi_class classifier digit_identification collaborative_representations principal_projection selected_class regularization_parameter collaborative_components extensive_numerical_examples different_choices collaborative_representation_based classifier performance_comparisons nearest_subspace_classifier classification_performance special_cases training_samples partial_observation sparse_representation_based classifier optimally_tuning,'Optimization'
355,solved_efficiently reduced_kernels non_linear_embeddings labeled_examples images_analyzed linear_kernel weighed_kernel_dimensions image_representation methods reduced_kernels_allow compress_fisher_vector effective_classifiers non_linear_embedding methods large_sets mimic_non_linear svms visually_meaningful_patches growing_number image_feature_dimensionality high_accuracy limiting_factors kernels accuracy_benefits,'Machine learning applications'
356,art_coding_schemes maximum_pooling_operation usual_coding_strategies scene_classification imgae__dense local_features spatial_pooling local_spatial_context improving_coding publicly_available_benchmarks uiuc_sport scene_classification based_feature_design pairwise_interactions feature_space particular__properties preserves_locality_constraints provided__inspired sparsity__locality appropriate_efficient_optimization algorithm coding_step objective_function spatial_domain main_contribution object_recognition,'Optimization'
357,averaged__graphics cards_allow fast_training deep_artificial_neural match_human_performance convolutional_winner_take winner_neurons different_ways traffic_signs inputs_preprocessed performance machine_learning biologically_plausible competitive_mnist_handwriting benchmark outperforms_humans visual_cortex common_image_classification benchmarks sparsely_connected_neural layers traffic_sign_recognition benchmark handwritten_digits,'Machine learning applications'
358,Online Online_incremental attribute-based_zero-shot computation_time offline_methods learning_mechanism dap_based_offline method__second incremental_neural_networks soinn online_interaction online_incremental_manner mobile_communications object_attributes learnt_online gradually_labeled art_offline method direct_attribute_prediction learn_attributes method_clearly_outperforms yield_approximately initially_unknown inconsistency_exists unique high_accuracy indirect_attribute_prediction iap_model online_incremental_zero shot_learning_method attribute_labeling learning_methods,'Optimization'
359,articulated_objects training_data exploit_contemporary_detection schemes pose_normalized_similarity certain_classes detectors_trained super_category_landmarks normalize_pose_based poselet_based_pose morphable_models kernel_based_learning methods explicit_warping individual_categories impose_fewer_representational assumptions methods significantly_improve_models specific_pose_keypoint configurations kernel_function method_defines develop_representations implicit_pooling,'Machine learning applications'
360,greedy greedy_square jigsaw_puzzle solver ground_truth_information size_larger puzzle_solutions complete_image non_overlapping unordered_square puzzle_parts approach_facilitates_solutions clues_regarding_parts location compatibility_metrics original_image square_jigsaw_puzzle problem greedy_solver puzzle_segments prior_knowledge novel_estimation_measure g_lower_resolution versions fully_automatic_solver informed_piece_placement,'Machine learning applications'
361,action_recognition recorded_cluttered_videos method__human poses main_advantages recognize_multiple_actions satisfactory_foreground_segmentation novel_compact_representation pose_estimation recognizing_human_actions represented_based human_pose human_detection_taken human_detection pose_based_approach reliable_tracking temporal_structures_inside combining_human_detection,'Machine learning applications'
362,local_regions aesthetic_quality_classification method consideration patches_consisting particular__color harmony assess_photos aesthetic_quality color_variations method__bags photo_based color_harmony_feature color_harmony automatic_aesthetic_quality perceived_quality aesthetic_quality_classification plays challenging_problem classification_performance user_provided_aesthetic quality_scores large_photo_collection people_organize_large photo_collections saliency_features results particular_focus photo__outperforms various_aspects,'Optimization'
363,robust_matching_metric synthetic_model digital_models inevitable_noise_affecting detected_edges manual_registration silhouette_edges reliable_features novel_automatic_technique aspect_changes_drastically georeferenced_terrain_model typical_outdoor images_contain little_structural_information mountain_scenes issue_resides silhouette_edges_rendered mountain_photographs model_assisted_image enhancement g_topographic_data peak_names paths targeted_situations difficult_scenarios best_match model__photographs camera_relative varying_weather_conditions clouds__snow rocks__forests,'Machine learning applications'
364,image_structure filtering_processes_enforce image_saliency_guided pixel_importance interests_recently shift_gradient novel_filtering_based technique video_retargeting importance_filtering_algorithm easy_extension temporal_coherence target_image issue__called pixel_importance weighted_filter structure_consistent_importance map challenging_issue original_image_naturally convey target_image pixel_shifts visual_distortions structural_consistency original_resolution content_aware_image structural_constraints smooth_shift filter_operations_allows highly_efficient_implementation,'Machine learning applications'
365,training_photos training_data image_content hired_trained_photographers require_taking accurate_adjustment_personalization obtain_compelling_renditions requires_skill high_quality_reference dataset carefully_chosen method_models example_input_output pairs difference_learning_enables features_enable predicts_difference adjusting_photographs greatly_benefit users_adjustment complexity__rule supervised_machine_learning brightness_adjustments,'Machine learning applications'
366,nearest_points method_consistently_achieves classification_based affine_hull_model optimization__experimental evaluation respective_set image_classification image_samples sample_coefficients sparsely_approximated sample_images image_sets recently_attracted_great research convex_formulation jointly_optimizes model_coefficients novel_sparse_formulation single_image nearest_points accelerated_proximal_gradient method image_enforces_sparsity robust_algorithm sparse_approximations standard_sparse_modeling honda__mobo unseen_appearances single_image_based classification affine_combinations image_samples comparison optimal_sanp,'Optimization'
367,conventional_camera multispectral_extensions multispectral_sift_descriptor that near_infrared nir torralbas_scene_categorization dataset rgb_nir_scene images significantly_improved_performance capture_images extensively_test kernel_based_classifier exceeds art_scene recognition_techniques gist near_infrared_information leads appropriate__dimensional colour_representation,'Optimization'
368,image_quality_features stem standard_image_quality current_state degradation_process vision_applications natural_image_measure image_based image_quality method_outperforms commonly_used_measure subjective_image_quality scores perceptually_meaningful_measure human_judgements machine_learning_framework texture_statistics experiments method_uses novel_low_level image_features reference_image groundtruth_image blind image_quality_measure,'Optimization'
369,noise__long term_changes resynthesizing_time_lapse videos_showing imagery jerky_short_term changes_removed treats_short_term changes underlying_temporal_events short_term_changes challenging_time_lapse sequences long_term_evolution annoying_jitters scene_appear underlying_long_term events denoise_motion stylized_jerkiness results novel_computational_approach,'Machine learning applications'
370,representation_increases_performance additional_layer hierarchy_jointly computational_benefits current_single_feature probabilistic_model latent_dirichlet_allocation demonstrating_performance hierarchical_representations object_recognition layered_representations bayesian_approach_outperforms strictly_feedforward novel_generative_model increased_invariance biological_plausibility flat_model feedforward_implementation,'Learning theory'
371,automatic_saliency_estimation novel_framework estimate_saliency patch_relative extract_nearest_neighbors natural_images large_dictionary images__unlike assumed_unknown un_annotated_patches global_context warped_neighbors prior_methods image_relative local_context mean_absolute_error steps__first input__image geometrically_warp unified_framework,'Machine learning applications'
372,gaussian_mixture_model main_steps convolution successful_models appropriate_sizes color_appearance_model human_vision saliency_model color_appearance spatial_pooling scale_weighted_center surround_responses various_parameter_values remain_open_problems predicting_attention color_appearance efficient_model inverse_wavelet_transform saliency_map innate_spatial_pooling mechanism scale_weighting_function termed_ecsf data saliency_estimation_adds principled_selection center_surround_mechanism common_low_level visual_front_end scene_involve avoiding_ad_hoc parameter_selection center_surround_inhibition windows,'Optimization'
373,gaussian_process_regression approach_maintains_high quality_performance high_resolution_image single_low_resolution image local_structures pixels_based blurred_version original_low_resolution image large_magnifications example_based_super sharp_edges extract_adequate_information perform_soft_clustering,'Machine learning applications'
374,absolute_distance person_usually_share neighboring_information ranking_order_list small_number novel_clustering_algorithm iteratively_group ranking_orders extracted_face_recognition dissimilarity__called rank_order_distance competitive_clustering_algorithms effective_tagging rank_order_distance based_clustering_algorithm rank_order_distance,'Optimization'
375,generic_identity_date methods model__called associate_predict ap_model identity_contains_multiple images generalization_ability large_intra_personal variation major_challenge input_face intra_personal_variation alike_identities face_recognition handling_intra_personal variation significantly_different_settings non_frontal close_intra_personal settings associate_predict_model associate_predict model extra_generic_identity data_set public_face_benchmarks multi_pie input_faces input_face directly_compare associated_faces effectively_handled appropriately_measure human_faces significantly_different_settings pose__illumination switching_mechanism substantially_improve extra_data memory,'Optimization'
376,theoretic_projection_tree developing_advanced_classification algorithms automatic_face_photo sketch_recognition coupled_information_theoretic capture_discriminative_local face_structures feret_database experiments approach_significantly_outperforms face_descriptor_based features_extracted mutual_information coupled_encoding largest_face_sketch research art_methods inter_modality_face recognition_approach effectively_match_photos sketches__guided randomized_forest transforming_photos,'Machine learning applications'
377,classifier_cascade demonstrating_performance gaussian_process_regression scheme draw_connections reclassify_points_near information_regularization semi_supervised_learning domain_adaptation test_data massive_training_sets test_distribution general_procedure different_distribution black_box classifier continuous_number original_optimization_criterion face_detection test_time threshold_gives original_classifier_outputs rapidly_adapting,'Optimization'
378,poor_quality_probe images art_super_resolution surveillance_cameras_usually classifier_based_approaches uncontrolled_poses experiments novel_approach probe_images multidimensional_scaling poor_resolution frontal_pose matching_surveillance_quality facial_images gallery_images thorough_evaluation simultaneously_transform adversely_affect_performance high_quality_gallery face_images_captured illumination_conditions high_resolution_images,'Machine learning applications'
379,Probabilistic_gaze estimation_active_personal_calibration personal_calibration probability_distributions different_people methods explicit_personal_calibration process gaze_estimation degrees_accuracy combining_image_saliency subject_doesnt_need personal_calibration system__hisher parameter natural_human probabilistic_gaze_tracking systems_typically_require explicit_personal_calibration unlike estimate_certain_person specific_parameters naturally_viewing parameter_deterministically improved_gradually approach_estimates,'Optimization'
380,laplacian_distribution sparse_representation_coding classification_src coding_residual_follows testing_image efficient_iteratively_reweighted sparse_coding_algorithm representation_fidelity g_occlusions corruptions_etc sparse_coding face_recognition coding_errors successfully_used training_samples coding_residual face_occlusion corruption__lighting representative_face_databases demonstrate robust_sparse_coding rsc sparsity_constrained_robust regression_problem sparse_linear_combination model__extensive experiments art_methods sparse_coding_model actually_assumes maximum_likelihood estimation__solution expression_changes etc,'Optimization'
381,novel_framework coefficients__based discriminative_information feature_selection resulting_signature_consists measure_field main_contribution robust_features g_images piece_wise_smooth regions recognition_rates face_recognition markov_random_field model currently_reported,'Machine learning applications'
382,matching_accuracy view_angle background_clutter realistic_conditions maximises_matching_accuracy distance_learning_problem notable_improvement smaller_distance temporal_constraints non_overlapping_camera views__known identification particularly_significant appearance_changes methods identification_techniques alternative_learning_methods large_visual_appearance changes_caused minimising_intra_class variation_whilst intra_class variation appearance_changes novel_probabilistic_relative distance_comparison prdc_model matching_people training_sample_size extract_visual_features visual_features optimal_distance prdc_outperforms problem true_match used_indiscriminately,'Machine learning applications'
383,novel_framework jointly_recover shadow_detection combines_low_level shadow_evidence inaccurate_initial_shadow estimates graphical_model illumination_sources single_image effectively_minimize illumination_space inference_methods objects_belonging voting_procedure rough_illumination_estimate observed_image model__experimental evaluation_shows illumination_model higher_order_markov random_field mrf_illumination model joint_estimation illumination_environment higher_order_approach rough_knowledge high_level_prior knowledge cast_shadows latent_variables_corresponding,'Optimization'
384,successfully_extract_intrinsic images neighboring_pixels_usually novel_approach squares_minimization_problem single_image data_driven edge_wavelets intrinsic_image_decomposition reflectance_sparsity_prior single_image reflectance_component sparsity_prior global_constraints intrinsic_image_decomposition color_models sparse_representation user_interaction ill_posed_problem local_reflectance natural_images solved_efficiently reflectance_components sparsity_constraint novel_global_reflectance,'Optimization'
385,search_accuracy search_time similarity_function joint_optimization vision_applications compact_codes similarity_search approximate_nearest_neighborhoods general_formats outperforms data_sets addressed_explicitly million_samples images art_hashing_approaches search_accuracy scalable_hashing_algorithm method_generates_compact hash_codes large_scale_similarity large_scale_machine,'Optimization'
386,sizable_database wider_smiles regularized_tensor_model mouth_corner novel_confidence_score contour_points geometric_face_attributes users tensor_analysis small_number contour_aligned_face database missing_data compute_shape_feature vectors current_face search__particularly shape_manipulation furrowed_brows face_retrieval_approach based_chiefly uncontrolled_environments faces_similar specific_leftward_pose shifts current_face_image face_images_captured updated_geometric_attributes specific_pose face_search_technique straightforward_extension aligned_face shape_manipulation lack_efficient_ways current_search_engines users_drag,'Machine learning applications'
387,hierarchy_relating outperform_oasis advantage_comes core_novel_contribution similar_image_retrieval current_state additional_information similarity_learning exploiting_hierarchical_relationships semantic_hierarchy training__significant improvements probabilities__optionally additional_contribution similar_image_retrieval additional_data exploit_prior_knowledge computational_cost special_case fundamentally_parallelizable novel_hashing_scheme semantic_labels,'Machine learning applications'
388,neighborhood_graph_built usually_posed compares_favorably graph_laplacian originally_highest_ranked images query_samples filtered_query_sample graph_theoretical_framework pseudo_queries large_margin accordingly_filter leverages_sparse_bases progressively_selected public_image_databases bear noisy_queries top_ranked_images noisy_labels smooth_eigenvectors novel_ranking_mechanism improves_image_search engines components__spectral search_engines noisy_label_vector low_frequency_spectrum practical_application canonical_graph_ranking algorithm processes_query_samples,'Machine learning applications'
389,visual_semantic_space semantic_signatures_obtained keyword_expansions query_image semantic_signatures different_visual_semantic_spaces images_semantic_meanings hand__learning interpret_users_search intention semantic_signatures query_keyword web_based_image search textual_information major_challenge query_image search_engine_based visual_similarities art_methods approach_significantly_improves characterize_highly_diverse images online_stage images dimensions__experimental results ranking_framework original_visual_features remaining_images query_keyword visual_features universal_visual_semantic space related_visual_semantic spaces current_commercial_search relative_improvement different_query_keywords,'Machine learning applications'
390,supports_relevance_feedback human_actions localization_method random_forest crowded_videos sub_volume search_scheme locate_actions orders_faster fast_action_search intensive_computational_cost searching_small_object challenging_problem actions_validates video_space large_variations characterizing_videos query_matching enable_efficient_action localization bound_search,'Machine learning applications'
391,Random Random_maximum margin hash_function_family data_scattering kernel_spaces random_maximum_margin scheme_rmmh outperforms method_focus collision_probability memory_usage art_methods generate_consistently closely_data_distribution training_samples training_purely_random splits maintain_good_generalization data__regardless multidimensional_indexing relatively_small_hash code_sizes improvements_occur usual_random_projections large_margin_classifiers allows data_dependent_hash functions hashing_methods kernel_space close_points embedding_visual_feature space,'Optimization'
392,Total_recall II:_Query expansion preventing_tf_idf failure_caused query_expansion standard_paris image_retrieval_approaches significant_boost effective_particular_object learn_relevant_spatial context standard_protocol query_object method_capable incrementally_builds bow__model correlated_features confusers_ii improved_spatial_verification statistical_model,'Optimization'
393,geometry_models images_taken multi_view_stereo methods_reconstruct recover_fine controlled_illumination high_quality_reconstruction shading_variations arbitrary_illumination laser_range_scans recover_high_frequency surface_detail combines_multi_view stereo shading_based_refinement hand__shape shading_based_estimation methods,'Machine learning applications'
394,detailed_descriptions artists_created artifacts_regardless complex_drawing automatic_reconstruction line_drawing highly_challenging archaeological_artifacts large_number good_initial_interpretation considerations_concerning shape_reconstruction consistent_surface line_drawing reconstruction,'Optimization'
395,shape_instance_derived extensively_validated sparsity_observations model_leverages liver_segmentation parametric_probability_distribution training_shapes art_methods shape_priors shape_derived misleading__shape priors image_appearance_cues input_shape efficient_alternating_minimization framework image_understanding_tasks input_shape appearance_cues effective_modeling novel_sparse_shape composition_model ssc applications performance training_data unified_framework image_appearance_cues low_dose_scans local_details statistically_significant method__training shapes usually_sparse x_ray_images lung_localization sparse_linear_combination contain_gross_errors adaptively_composed input_shape gross_errors approximately_represented shape_variation,'Machine learning applications'
396,crosstrack effective_mechanism unified_graph_combining information moving_tumors segmentation_task recursive_inference recall__significantly outperforming_baseline_solutions tracking_task tumor_accurately respiration_induced_occlusion disappearance_scenarios tumor_boundary_segmentation follows__first robust_segmentation_priors novel_tracking_algorithm handling_challenging_tumor shapes robust_graph_based approach non_invasive_solution multiple_views ultrasound_image_sequences,'General machine learning'
397,groups standard_classifiers group_lasso permits_associations classification_problems high_feature_dimensionality complicate_functional_magnetic_resonance fmri_classification improved_predictive_performance incorporating_prior_knowledge modeled__integrating group_structure specialized_modules neurologically_interpretable_classifier weight_patterns classifier_learning_enables incorporation spatially_proximal_voxels fmri__ggsc functionally_organized flexible_means brain_activity additional_prior_information perplexing_effects constructing__generalized group_sparse classifiers_gssc novel_formulation displaying_similar_level,'Machine learning applications'
398,label_propagation_framework non_local_image patch_based_segmentation method_relying providing_automated_human brain_labeling weighted_graph_computed image_intensity_similarities original_strategy intensity_based_distance non_rigid_registration input_image,'Optimization'
399,intensity__andor landmark_registration methods approaches_require compares_well gene_expression_images dense_image_registration landmark_constrained intensity_based_registration gene_expression_patterns incorporate_landmark_based geometric_constraints complex_appearance determine_landmark_correspondences anatomical_regionssubregions single_higher_order markov_random field_model situ_hybridization_requires accurate local_descriptors anatomical_atlas lower_dimension hamming_space pre_processing_step discriminating_properties novel_method determining_landmark_correspondences landmark_correspondences machine_learning_technique method_achieves_promising results brain_images_obtained landmark_matching consistent_annotations deformable_model_based segmentation_methods experts_annotations,'Optimization'
400,data_sets catheter_moving fused__robust hypothesis_matching roi__quantitative evaluation catheter_tracking beating_heart catheters_inside assist_positioning overlay_navigation learning_based_detectors high_robustness motion_compensated_fluoro overlay_reference_image compensate_respiratory bayesian_framework anatomical_model non_rigid_deformation best_hypothesis evaluated_data g__involving coronary_sinus cs__catheter challenging_scenarios approach_obtains_median error tracking_algorithm_reaches frames_per_second atrial_fibrillation afib__treatments mean_error navigation snr__occlusion non_rigid_deformation ablation_catheters cardiac_motion ablation_catheter electrodes__novelly designed_hypotheses_generated catheter_performs_rapid motion tracking_method_achieves,'Optimization'
401,multi multi_atlas label_fusion regression_based_approach segmentation_errors_produced magnetic_resonance_images mri significant_improvement widely_applied techniques different_atlases methods_implicitly_make assumption_significantly_reduces label_fusion strong_assumption,'Optimization'
402,classifier_utilizes highly_deformable_wire structure unified_approach quantitative_evaluation anatomical_structures bayesian_framework detecting_landmarks wire_detection ad_hoc_methods fluoroscopic_sequences training_scheme them train_classifiers various_medical_imaging applications localize_longer_guidewire novel_scheme discriminative_learning_techniques guide_wire_segment higher_degrees learning_based_methods widely_used,'Optimization'
403,slle medical_imaging robustly_estimate computational_efficiency tomographic_reconstruction noise_tolerance view_angles embedding_data_points non_flat_spherically constrained_manifold spherical_locally_linear slle_algorithm high_dimensional_vector sampling_points planar_object random_observations dimensionality_equal tomography_application flat_manifold constrained_applications projections_taken widely_used_locally random_unknown_view angles algorithm__slle transforms parametrized_projections angle_estimation particularly_effective spherically_constrained_embedding problem projections_belong shed_light,'Optimization'
404,tracking_smooth_trajectories multiple_crossings overlapping_trajectories_grows exploiting_smoothness image_sequences kernel_functions multiple_targets successive_points modified_version performance_surpasses pollen_tubes_growing smoothing_provided petri_dish trajectories_sequences tracks_potentially_cross independent_realizations gaussian_processes markov_chain_monte carlo_data association_mcmcda method unknown_number general_model motion_model generative_statistical_model accounts noise_points gibbs_sampling_method effective_parametric_model linear_dynamical_systems lds solution_space,'Optimization'
405,track_linking_framework cover_problem logarithmic_approximation_solution splitting_events_caused explain_short_term occlusions simultaneously_links_track segments method_builds graph__solving track_graph two_stage_network flow_process tracking_large_groups joint_cover_problem track_merging resolve_long_term occlusions multiple_views process_links_trajectory segments logarithmic_approximation linking_process_computes particularly_useful_tool local_information small__moving objects global_information integer_optimization_techniques perform_occlusion_reasoning characterize_objects distinguish_objects set_cover_techniques track_graph algorithms optimal_bipartitraph matches multiple_views large_number,'Machine learning applications'
406,graphtrack globally_maximizes used_interactively_needs video_post_production complete_video computational_effort promising_track_candidates achieves_efficiency complete_frames deferred_cost_evaluation greedy_search_strategy fast__preferably faster incoming_stream tracking_algorithm,'Probabilistic inference'
407,Intrinsic_dense surface accurate_correspondences uniformization_domain training_set matching_cost surface_distance data__registering consistent_features markov_random_field mrf dense__anisometric enforce_spatial specifying_triplets novel_intrinsic prior_assumptions complete_probabilistic_tracking framework surface_matchings_defined particular_correspondence near_rigidity isometry search_space assume_isometric_deformations general_case regularization_terms uniformization_domain efficiently_computed computationally_intractable common_prior_assumptions posteriori__map problem lowest_feature_differences correspondence_search surface_tracking_approaches method_achieves_dense shape_relies,'Machine learning applications'
408,consistent consistent_rigidities rigid_subcomponents method__robustness simultaneously_segment registration_knowledge infer_poses multiple_cameras reference_vertices prior_kinematic promising_applicability complex_sequences shapes_observed rigid_structure scene__instead shape_assuming_surface registration single_chosen_reference mesh_acquired problems_individually novel_probabilistic_framework rigid_tracking likelihood_maximization latent_observation_assignments kinematic_structure simultaneously_discover adapt rigorously_cast rigid_parts conversely_performing_surface registration_shape segmentation,'Machine learning applications'
409,larger_portion extended_kalman_filter baseline significant_performance_improvement synthetic_data scheme_extends formulate_multi_target strong_local_minima elegant_optimization energy_function extensive_quantitative_evaluation periodic_trans_dimensional jumps moves_allow variable_dimensional_search space ilp_based_state suitable_optimization_scheme conjugate_gradient_method sequences escape_weak_minima,'Machine learning applications'
