,abstract,labels
154,approximately_marginalize_latent gps natural_scenes hypothesizing_multiple_partitions local_optima rank_covariance_representation image_partitions gaussian_process gp_covariance functions spatially_dependent_pitman yor_processes inference_innovations_substantially improve_segmentation_accuracy human_segmentations accurately_match expectation_propagation_algorithm art_methods improve_computational_efficiency experiments approach_utilizes learning_algorithms stochastic_search_based algorithm varying_complexity successfully_modeling_uncertainty developing_substantially_improved inference bayesian_nonparametric_models, 'Social good'
155,diffusion_process data_points theoretical_analysis significantly_improved_affinity maps segmentation_tasks image_clustering method__self diffusion_sd performs deliver_robust_affinity maps critical_time_stamp improved_image_segmentation results similarity_mass parameter_tuning intrinsic_manifold greatly_enhance faithful_affinity graph_based_affinity metric_method, 'Social good'
156,non_linear_kernels compute_sparse_features reducing_memory efficient_learning challenging_pascal_data arbitrary_kernels ten_fold_speed ups sparse_ones significantly_accelerate_learning dense_features handle_efficiently product_quantisation image_classification bundle_optimisation_methods sparse_features object_detection special_case obtaining_low_dimensional intersection_kernel fisher_kernels, 'Social good'
157,object_templates satisfactory_detection diverse_views subsampled_discrete_space geometric_shapes comparable_performance hierarchically_grouped deformable_planar joint_appearance possible_geometry view_estimation_performance experiments orientations__appearance view_labeled_object images line_segments gabor_filters templates_placed geometry_space_composed learn_meaningful experiments, 'Social good'
158,large_scale_problems enabled_linear_classifiers power_mean_kernel scalable_learning_method large_scale_visual classification_tasks efficiently_process gradient_approximation trains_significantly_faster non_linear_solvers major_advantages linear_svm art_additive_kernel classifiers times_faster art_linear efficient_learning_algorithm pmsvm__power mean_svm special_cases vision_tasks non_linear_classifiers current_vision_systems inferior_accuracies power_mean_kernel family_include popular_additive_kernels empirically__pmsvm, 'Social good'
159,entire_images introduce_local_palettes image_collections standard_stel_method represents_local_shapes test_image image_patches colors_separately learned_shapelet_library patches__global palettes segmentation_patterns_called structural_elements stels image_descriptor universal_palettes variational_technique sift__gist shapelet_model_performs, 'Social good'
160,inexact_inference_algorithms specially_chosen_generative probabilistic_model improved_segmentation assess_uncertainty dynamic_graph_operations conditional_random_fields popular_algorithm principled_surrogate_representations graph_cuts learn_properly_calibrated marginal_probabilities proper_training_uncertainties exact_marginals straightforward_maximization training_likelihood dynamic_graph_cuts enable_efficient marginal_inference kohli_torr large_scalraphical models min_marginal_outputs compute_multi_label marginal_distributions necessary_subgradients min_marginal_approach marginal_probabilities_associated, 'Social good'
161,algorithms_support informative_features fully_automated_manner boosting_algorithms scene_recognition fairly_complex_predictor structures taylor_series_approximations accurate_classifiers mathematically_sound predictors_consistently_lead simultaneous_feature_extraction sophisticated_combinations statistical_view synthetic_data weak_learners accurate_classifiers classifier_design weak_learners functional_space unlike_classical_boosting, 'Social good'
162,face_images classification_task distractor__task suppress_discriminability expression_recognition_tasks purposely_decrease_discriminability gabor_band_pass filters privacy_concerns certain_facial_attributes suppressing_discriminability signal_related improve_performance contain_spurious_correlations improve_generalization supervised_regularization target_tasks target_task distractor_tasks simultaneously_preserving_information relevant realistic_expression_recognition problem simulated_image_classification problems distractor_task target_attribute facial_expression vision__input signals persons_contained machine_learning distractor_attribute gender crowdsourcing_site mechanical_turk filters special_form example__preprocessing face_images, 'Social good'
163,conventional_linear_subspace based_modeling_technique riemannian_manifold classical_learning_algorithms vector_space varying_size learning_method_devoted art_ones classify_points covariance_matrix_based explicit_mapping efficient_metric nonsingular_covariance_matrices image_classification riemannian_manifold covariance_matrix directly_utilized euclidean_space specific_problem tasks__face recognition novel_discriminative_learning approach explicitly_maps object_categorization natural_second_order noisy_data kernel_function kernel_formulation linear_discriminant analysis_lda unified_framework, 'Social good'
164,natural_source compare_performance random_filters local_binary_patterns lbp network_architecture_parameters maintaining_scalability deep_learning representations_obtained assuming_stationarity small_misalignments verification_database novel_convolutional_learning model object_class convolutional_deep_belief networks__moreover modern_face_recognition systems_rely global_structure learning_weights unsupervised_learning develop_local_convolutional restricted_boltzmann_machines obtaining_additional complementary_representations obtaining_good_multilayer representations hand_crafted_image descriptors__moreover hand_crafted_image descriptor learn_features novel_application, 'Social good'
165,column_vectors dictionary_learning rank_minimization methods_validate test_signal linear_combination discriminative_low_rank dictionary_learning_algorithm low_rank_matrix recovery sparse_coefficients class_discrimination sparse_representation_seeks completion__assume face_recognition data_points objective_function improved_performances linearly_correlated sparsest_coefficients, 'Social good'
166,limited_sampling_data unlabelled__unknown non_target samples known_people mining_discriminant_information method query_image target_training_samples non_target_people data limited_number target_people watch_list design_criteria identification_problem multicamera_network transfer_learning_framework watch_list_verification problem__based set_based_verification perspective problem verification_accuracy recognising_everybody non_target_people higher_degree large_number understanding_peoples_behaviours, 'Social good'
167,probable_visual_layout symmetry_properties likely_viewpoint compass_like_indication place_category place_shown canonical_viewpoint full_view_representation observers_viewpoint available_view test_time place_categories panoramic_images_organized place_category produce surrounding_place, 'Social good'
168,complex__multi continuous_parameter_changes art_performance mcmc_sampling_approach g_beds couches_doors size__relative dimensions indoor_environments bedrooms__kitchens camera_model combines_discrete_changes generative_statistical_model introducing_object_category leads specific_objects enclosing_room box_frames windows_doors pictures objects__beds tables_couches cabinets simultaneously_identifying_objects example__beds enabling_recognition_based, 'Social good'
169,object object_relationships graph-based_context model novel_framework similarity_graph approach_enables context_link modeling_image_dependent unlabeled_regions contextual_relationships_suitable pairwise_context_scores pairwise_cost context_link_view learned_context_scores contextual_knowledge optimization__experimental results selectively_utilize context_model_outperforms object_class_segmentation regions__link analysis_techniques annotated_regions input_image markov_random_field mrf__framework, 'Social good'
170,participating_objects arbitrary_numbers deformable_parts_based model semantic_unit scene_category discovered_groups images_labeled possible_groupings scenes_interact interactions_manifest dimensional_transform space scene_categorization viewpoint_interactions predictable_visual_patterns efficiently_identifies complex_ways individual_objects object_categories approach_builds scale high_order_composites significantly_boost location__scale object_detection hence promote_groups structured_patterns likely_locations recurring_compositions manually_generate specific_layout, 'Social good'
171,approach_represents latent_variable scene_recognition discriminative_setting generative_setting words_representation current_implementation latent_variable_model region_model good_initialization resulting_method_generalizes latent_structural lssvm expectation_maximization em__algorithm reconfigurable_pattern words_approach fixed_model image_region estimate_model_parameters discriminative_training region_models parts discriminative_methods category_labels generative_training, 'Social good'
172,static_images suitable_learning_algorithm different_flow_defined objects stereo_disparity_information gist_descriptors model_flobjects image_epitome flobject_analysis object_classification testing__optic flow factorizing_appearance_based image_features original_lda_based flobject_analysis technique_sift methods method_performs_significantly, 'Social good'
173,million_frames objects_look_different composite_object_models complex_object_interactions fridge_looks_different daily_living adl typical_actions detecting_activities novel_algorithms two_fold_improvement people_performing_unscripted everyday_activities well_known_spatial pyramid novel_representations_produce approximate_temporal_correspondence extensive_empirical_evaluation develop_novel_representations analysis_suggests interaction_events adls_differ all activities__object tracks_hand positions involve_long_scale temporal_structure, 'Social good'
174,discriminative_learning_method kernel_classifiers feature_vectors datasets image_classification consistent_nonparametric_divergence estimators different_cardinality define_kernels unordered__multi dimensional_finite sets, 'Social good'
175,(Unseen) (Unseen)_event recognition_semantic_compositionality object_detectors rule_based_classifiers event_based_image retrieval high_level_events g_dinner motorcycle_stunt etc directly_correlated fully_compositional_approach reasonable_performance adding_events fully_scalable high_level_events ii compositional_recognition semantic_gap iii events_satisfactorily addition__rule visual_appearance low_level visual_features faceted_analysis_synthesis theory__fast rules_learned compositionality_enables_unseen event_recognition, 'Social good'
176,linear_models akin feature_vector_comprises encodeneral_visual properties_shared super_category_obtained abstract categories best_systems novel_image_descriptor accurate_object categorization represent_hand_selected object_classes best_known_classifier meta_class_descriptor significantly_outperform imagenet_challenge_database feature_generation training_set caltech_benchmark multiple_object_classes object_classes novel_categories classifiers_evaluated, 'Social good'
177,efficient_nearest_convex model_class classifiers binary_discriminants art_performance one_class methods_ones object_detector classifiers sliding_window_approach easy_negatives one_class_approaches allow_simpler_classifiers one_class_formulations short_cascade detection_window_currently contains faster_rejection applications__particularly background__machine learning_based_discriminants classifier_cascades esogu_face_detection datasets positive_class early_stages affine_hyperplane classifier_complexity_relative competitive_performance useful_alternative focus_mainly object_class valid_object_instance corresponding_two_class ones rapid_rejection typically_used, 'Social good'
178,overall_state accuracy_gain experiments method_achieves_percent novel_active_learning method_specifically_suited corresponding_fully_supervised model true_label image_labels_indicating informative_nodes cast_active_learning largest_expected_change image_according semantic_class satisfactory_level dog_road car super pixel_labels semantic_segmentation nodes_induce annotation_effort performance_reaches weakly_supervised_approaches class_label, 'Social good'
179,approach_shows significantly_lower_complexity current_benchmark_data sets pose_estimation viewpoint_variation multi_view_object class_detection turn__leads efficiently_exploited this entirely_circumventing_semantic relevant_information_exclusively negative_images manual_training_supervision optimal_coverage positive_training_examples discriminatively_learns_photometric object_parts significantly_reduced_training dependency, 'Social good'
180,salient_objects handle_web_scale images__different search_engines_usually perform_visual_analysis resized_msra_database demonstrate large_image_database algorithm_exploits_global features directly_predict contains_hundreds segmentation_based_schemes sliding_window_based salient_object multiple_saliency_indicators learning_approach random_forest thumbnail_images, 'Social good'
181,Interactive_object_detection unseen_images data interactive_object_annotation method image_annotation detector_based increasing_demand gives_live_feedback efficiently_annotated popular_tracking_based methods user_study object_detector video_data_available single_user detecting_objects minimizing_human_annotation time digital_image realistic_annotation_cost model_based video_annotation interactive_annotation_approach cell_microscopy potential_annotation_costs pure_algorithm_learning performance incrementally_trains, 'Social good'
182,test_stage source_samples target_samples significantly_improves generic_detector video_surveillance specific_scene false_positive motions__scene structures source_samples target_scene context_information manually_labeling novel_transfer_learning framework graph_according target_scene detection_rate drop_significantly indegrees_detect scene_specific_pedestrian detector_starting appearance_based_detector generic_pedestrian_detector confidence_scores graphical_representation confidence_scores_propagate context_cues single_objective_function confidence_svm scene_geometry underlying_visual_structures, 'Social good'
183,loss_function unsupervised_multiple_instance mil_incremental solution offline_trained_detector incremental_learning object_detection_collect thousands offline_setting training_examples pedestrian_category online_samples tracking_based_effective unsupervised_online sample_collection mechanism common_approaches generalized_detector good_performance, 'Social good'
184,reduces_confusion accurate_pixel_assignment object_extent accurately_localize_detected objects localization__learned graph_segmentation bounding_overlap approach_leads features_pertain slight_modification local_predictions edge_cues bounding_box initial_detector large_improvement color_models detection_accuracy large_overall_improvement, 'Social good'
185,street-to-shop clean_background practical_problem reliable_cross_scenario thoroughly_labeled within_scenario_one cross_scenario_clothing daily_photo_scenario mechanic_turk direct_sparse_reconstruction online_shopping_photos human_pose_discrepancy two_step_calculation cross_scenario_clothing retrieval large_discrepancies locating_human_parts extra_auxiliary cross_scenario_many clothing_attributes street__finding similar_clothing trained_human_detector extensive_experimental_evaluations online_shops query_daily_photo many_similarities large_online_shopping dataset daily_human_photo, 'Social good'
186,incremental_feature_selection coding_layer spatial_regions structured_sparsity image_classification lower_dimensional_feature space fast_learning efficient_algorithm_based commonly_adopted_pipeline receptive_field_designs classification_accuracy sparse_subset adaptive_receptive_fields increases_performance significantly_smaller_codebook size best_published_performance large_number, 'Neuroscience'
187,single_image objects_aspect_layout see_fig conditional_random_fields object_categories accurately_recovering maximal_margin_parameter aspect_layout object_recognition models_performance aspect_configurations bounding_boxes joint_fashion focus_instead_detecting objects determining_object_pose topological_properties extensive_quantitative_analysis iii__characterizing novel_framework_based, 'Social good'
188,utilizing_particular latent_spatial_mismatch issues within_image_contexts information__object confidence powerful_algorithms exemplar_algorithms image_classification_based caltech_ucsd_birds oxford_flowers classification_purpose representation easily_designed local_feature_vector popular_machine_learning exemplar_algorithms_based hierarchical_clustering quite_general encoded_features_pooled orderless_pairs art_performances pascal_databases different_levels object_detection_priors visual_dictionary hierarchical_matching_kernel hierarchical_matching_framework, 'Social good'
189,tasks art_feature fusion_methods vision_community regression_model image_classification fusion_methods combine_color marginalized_kernel kernels__surprisingly logistic_regression_based fusion_method lrff feature_fusion process_outperforms statistical_dependence combining_multiple_cues classification_accuracy level_local_shape image_classification approaches different_cues promising_task, 'Social good'
190,caltech_ucsd_birds dataset randomly_generated_image templates image_representation subtle_image_information finrained_categorization refers largely_uncorrelated_classifiers codewords art_basic_level object_classification algorithms basic_level_class different_bird_species method_outperforms_state object_attributes finrained_image categorization__instead visual_appearances popular_codebook_based image_representation high_throughput_template share_similar_shape introduce_human_annotations novel_bagging_based algorithm annotation_free_approach challenging_problem tedious_process classifying_objects large_number, 'Social good'
191,model_combines_shape pets_covering_different breeds animals__particularly cats fur__fitting average_accuracy different_breeds quite_subtle_differences model visual_problem image_orientated_spatial layouts obtained_directly model_detecting flat_one finrained_object categorization_problem hierarchical_one models_obtain appearance__captured challenging_asirra_test cat_discrimination classification_approaches, 'Social good'
192,probable_character_segmentation character_detection_problem handles_low_contrast text synthetic_fonts false_positives challenging_street_view recognition_method method_achieves_state feedback_loops texture_variation efficient_sequential_selection features_calculated locally_maximal_probability method_achieves_state text_recognition region_tested classification_stage detected_watermark_text extremal_regions ers highly_efficient_exhaustive search published_methods second_stage blur__illumination color, 'Social good'
193,effect__local descriptors_good_geometric consistency decent_phases_named sparse_coding descriptor_codes popular__sparse paradigm bof__representation two_dimensional_layouts adaptive_feature_pooling scheme image_search image_semantic_similarity search_benchmarks quantizing_local_descriptors maximally_preserve compensate_quantization_loss image_classification optimal_bof fixed_spatial_pyramids geometric_consistency gcp feature_pooling approach_enables_potential applications co_occurrence_prior label_inconsistency_distortion precise_spatial_layouts report_good_improvements local_descriptor_context supervised_dictionary_learning sparse_coding weakly_supervised_sparse coding__wsc classemes_based_attribute, 'Social good'
194,test_sample face_recognition novel_multi_class classifier digit_identification collaborative_representations principal_projection selected_class regularization_parameter collaborative_components extensive_numerical_examples different_choices collaborative_representation_based classifier performance_comparisons nearest_subspace_classifier classification_performance special_cases training_samples partial_observation sparse_representation_based classifier optimally_tuning, 'Social good'
195,art_coding_schemes maximum_pooling_operation usual_coding_strategies scene_classification imgae__dense local_features spatial_pooling local_spatial_context improving_coding publicly_available_benchmarks uiuc_sport scene_classification based_feature_design pairwise_interactions feature_space particular__properties preserves_locality_constraints provided__inspired sparsity__locality appropriate_efficient_optimization algorithm coding_step objective_function spatial_domain main_contribution object_recognition, 'Social good'
196,averaged__graphics cards_allow fast_training deep_artificial_neural match_human_performance convolutional_winner_take winner_neurons different_ways traffic_signs inputs_preprocessed performance machine_learning biologically_plausible competitive_mnist_handwriting benchmark outperforms_humans visual_cortex common_image_classification benchmarks sparsely_connected_neural layers traffic_sign_recognition benchmark handwritten_digits, 'Social good'
197,articulated_objects training_data exploit_contemporary_detection schemes pose_normalized_similarity certain_classes detectors_trained super_category_landmarks normalize_pose_based poselet_based_pose morphable_models kernel_based_learning methods explicit_warping individual_categories impose_fewer_representational assumptions methods significantly_improve_models specific_pose_keypoint configurations kernel_function method_defines develop_representations implicit_pooling, 'Social good'
198,greedy greedy_square jigsaw_puzzle solver ground_truth_information size_larger puzzle_solutions complete_image non_overlapping unordered_square puzzle_parts approach_facilitates_solutions clues_regarding_parts location compatibility_metrics original_image square_jigsaw_puzzle problem greedy_solver puzzle_segments prior_knowledge novel_estimation_measure g_lower_resolution versions fully_automatic_solver informed_piece_placement, 'Social good'
199,action_recognition recorded_cluttered_videos method__human poses main_advantages recognize_multiple_actions satisfactory_foreground_segmentation novel_compact_representation pose_estimation recognizing_human_actions represented_based human_pose human_detection_taken human_detection pose_based_approach reliable_tracking temporal_structures_inside combining_human_detection, 'Social good'
200,training_photos training_data image_content hired_trained_photographers require_taking accurate_adjustment_personalization obtain_compelling_renditions requires_skill high_quality_reference dataset carefully_chosen method_models example_input_output pairs difference_learning_enables features_enable predicts_difference adjusting_photographs greatly_benefit users_adjustment complexity__rule supervised_machine_learning brightness_adjustments, 'Social good'
201,nearest_points method_consistently_achieves classification_based affine_hull_model optimization__experimental evaluation respective_set image_classification image_samples sample_coefficients sparsely_approximated sample_images image_sets recently_attracted_great research convex_formulation jointly_optimizes model_coefficients novel_sparse_formulation single_image nearest_points accelerated_proximal_gradient method image_enforces_sparsity robust_algorithm sparse_approximations standard_sparse_modeling honda__mobo unseen_appearances single_image_based classification affine_combinations image_samples comparison optimal_sanp, 'Social good'
202,image_quality_features stem standard_image_quality current_state degradation_process vision_applications natural_image_measure image_based image_quality method_outperforms commonly_used_measure subjective_image_quality scores perceptually_meaningful_measure human_judgements machine_learning_framework texture_statistics experiments method_uses novel_low_level image_features reference_image groundtruth_image blind image_quality_measure, 'Social good'
203,automatic_saliency_estimation novel_framework estimate_saliency patch_relative extract_nearest_neighbors natural_images large_dictionary images__unlike assumed_unknown un_annotated_patches global_context warped_neighbors prior_methods image_relative local_context mean_absolute_error steps__first input__image geometrically_warp unified_framework, 'Social good'
204,gaussian_process_regression approach_maintains_high quality_performance high_resolution_image single_low_resolution image local_structures pixels_based blurred_version original_low_resolution image large_magnifications example_based_super sharp_edges extract_adequate_information perform_soft_clustering, 'Social good'
205,absolute_distance person_usually_share neighboring_information ranking_order_list small_number novel_clustering_algorithm iteratively_group ranking_orders extracted_face_recognition dissimilarity__called rank_order_distance competitive_clustering_algorithms effective_tagging rank_order_distance based_clustering_algorithm rank_order_distance, 'Social good'
206,generic_identity_date methods model__called associate_predict ap_model identity_contains_multiple images generalization_ability large_intra_personal variation major_challenge input_face intra_personal_variation alike_identities face_recognition handling_intra_personal variation significantly_different_settings non_frontal close_intra_personal settings associate_predict_model associate_predict model extra_generic_identity data_set public_face_benchmarks multi_pie input_faces input_face directly_compare associated_faces effectively_handled appropriately_measure human_faces significantly_different_settings pose__illumination switching_mechanism substantially_improve extra_data memory, 'Social good'
207,theoretic_projection_tree developing_advanced_classification algorithms automatic_face_photo sketch_recognition coupled_information_theoretic capture_discriminative_local face_structures feret_database experiments approach_significantly_outperforms face_descriptor_based features_extracted mutual_information coupled_encoding largest_face_sketch research art_methods inter_modality_face recognition_approach effectively_match_photos sketches__guided randomized_forest transforming_photos, 'Neuroscience'
208,classifier_cascade demonstrating_performance gaussian_process_regression scheme draw_connections reclassify_points_near information_regularization semi_supervised_learning domain_adaptation test_data massive_training_sets test_distribution general_procedure different_distribution black_box classifier continuous_number original_optimization_criterion face_detection test_time threshold_gives original_classifier_outputs rapidly_adapting, 'Social good'
209,poor_quality_probe images art_super_resolution surveillance_cameras_usually classifier_based_approaches uncontrolled_poses experiments novel_approach probe_images multidimensional_scaling poor_resolution frontal_pose matching_surveillance_quality facial_images gallery_images thorough_evaluation simultaneously_transform adversely_affect_performance high_quality_gallery face_images_captured illumination_conditions high_resolution_images, 'Social good'
210,laplacian_distribution sparse_representation_coding classification_src coding_residual_follows testing_image efficient_iteratively_reweighted sparse_coding_algorithm representation_fidelity g_occlusions corruptions_etc sparse_coding face_recognition coding_errors successfully_used training_samples coding_residual face_occlusion corruption__lighting representative_face_databases demonstrate robust_sparse_coding rsc sparsity_constrained_robust regression_problem sparse_linear_combination model__extensive experiments art_methods sparse_coding_model actually_assumes maximum_likelihood estimation__solution expression_changes etc, 'Social good'
211,novel_framework coefficients__based discriminative_information feature_selection resulting_signature_consists measure_field main_contribution robust_features g_images piece_wise_smooth regions recognition_rates face_recognition markov_random_field model currently_reported, 'Social good'
212,search_accuracy search_time similarity_function joint_optimization vision_applications compact_codes similarity_search approximate_nearest_neighborhoods general_formats outperforms data_sets addressed_explicitly million_samples images art_hashing_approaches search_accuracy scalable_hashing_algorithm method_generates_compact hash_codes large_scale_similarity large_scale_machine, 'Social good'
213,hierarchy_relating outperform_oasis advantage_comes core_novel_contribution similar_image_retrieval current_state additional_information similarity_learning exploiting_hierarchical_relationships semantic_hierarchy training__significant improvements probabilities__optionally additional_contribution similar_image_retrieval additional_data exploit_prior_knowledge computational_cost special_case fundamentally_parallelizable novel_hashing_scheme semantic_labels, 'Social good'
214,detailed_descriptions artists_created artifacts_regardless complex_drawing automatic_reconstruction line_drawing highly_challenging archaeological_artifacts large_number good_initial_interpretation considerations_concerning shape_reconstruction consistent_surface line_drawing reconstruction, 'Social good'
215,groups standard_classifiers group_lasso permits_associations classification_problems high_feature_dimensionality complicate_functional_magnetic_resonance fmri_classification improved_predictive_performance incorporating_prior_knowledge modeled__integrating group_structure specialized_modules neurologically_interpretable_classifier weight_patterns classifier_learning_enables incorporation spatially_proximal_voxels fmri__ggsc functionally_organized flexible_means brain_activity additional_prior_information perplexing_effects constructing__generalized group_sparse classifiers_gssc novel_formulation displaying_similar_level, 'Social good'
216,label_propagation_framework non_local_image patch_based_segmentation method_relying providing_automated_human brain_labeling weighted_graph_computed image_intensity_similarities original_strategy intensity_based_distance non_rigid_registration input_image, 'Social good'
217,intensity__andor landmark_registration methods approaches_require compares_well gene_expression_images dense_image_registration landmark_constrained intensity_based_registration gene_expression_patterns incorporate_landmark_based geometric_constraints complex_appearance determine_landmark_correspondences anatomical_regionssubregions single_higher_order markov_random field_model situ_hybridization_requires accurate local_descriptors anatomical_atlas lower_dimension hamming_space pre_processing_step discriminating_properties novel_method determining_landmark_correspondences landmark_correspondences machine_learning_technique method_achieves_promising results brain_images_obtained landmark_matching consistent_annotations deformable_model_based segmentation_methods experts_annotations, 'Social good'
218,data_sets catheter_moving fused__robust hypothesis_matching roi__quantitative evaluation catheter_tracking beating_heart catheters_inside assist_positioning overlay_navigation learning_based_detectors high_robustness motion_compensated_fluoro overlay_reference_image compensate_respiratory bayesian_framework anatomical_model non_rigid_deformation best_hypothesis evaluated_data g__involving coronary_sinus cs__catheter challenging_scenarios approach_obtains_median error tracking_algorithm_reaches frames_per_second atrial_fibrillation afib__treatments mean_error navigation snr__occlusion non_rigid_deformation ablation_catheters cardiac_motion ablation_catheter electrodes__novelly designed_hypotheses_generated catheter_performs_rapid motion tracking_method_achieves, 'Social good'
219,classifier_utilizes highly_deformable_wire structure unified_approach quantitative_evaluation anatomical_structures bayesian_framework detecting_landmarks wire_detection ad_hoc_methods fluoroscopic_sequences training_scheme them train_classifiers various_medical_imaging applications localize_longer_guidewire novel_scheme discriminative_learning_techniques guide_wire_segment higher_degrees learning_based_methods widely_used, 'Social good'
220,track_linking_framework cover_problem logarithmic_approximation_solution splitting_events_caused explain_short_term occlusions simultaneously_links_track segments method_builds graph__solving track_graph two_stage_network flow_process tracking_large_groups joint_cover_problem track_merging resolve_long_term occlusions multiple_views process_links_trajectory segments logarithmic_approximation linking_process_computes particularly_useful_tool local_information small__moving objects global_information integer_optimization_techniques perform_occlusion_reasoning characterize_objects distinguish_objects set_cover_techniques track_graph algorithms optimal_bipartitraph matches multiple_views large_number, 'Social good'
221,unsupervised_way image_classification filter_banks_learned shallow_modular_architecture sparse_representations standard_filter_banks sparsity_constraints object_recognition probably_motivated, 'Social good'
222,random_forest upstream_nodes randomization_allows subordinate_categorization ideas__discriminative feature_mining randomization__discriminative feature_mining_allows tree_node finrained_image categorization method_identifies_semantically meaningful_visual_information huge_feature_space discriminative_decision_trees algorithm detailed_information distinguishes_different_classes discriminative_classifier discriminative_image_patches statistics, 'Social good'
223,step__context svm__associated object_classification mutually_boost_object classification one__first context_concatenation art_performance pascal_visual_object challenge__voc augmented_outputs context_adaptive_classifier output_context iterative_training_procedure support_vector machine_context svm classification_hyperplane dynamically_adjusting task__object classification detection_tasks intuitive_feature, 'Social good'
224,features features_bof model visual_codes related_codes experiments visual_code single_value image_classification approach_contains_richer information strategy_ignores codebook_graph performance_compared main_parts construct pooling_algorithms different_kinds special_cases image_classification_databases demonstrate visual_code moreover various_models, 'Social good'
225,possible_image_cues powerful_method predicting_human_quality judgments flickr_photos growing_exponentially vast_majority sky_illumination_attributes visual_data_available image_layout broad_types compositional_attributes_related discriminative_approach configuration__content attributes_related high_level_describable image_attributes_fall digital_cameras aesthetic_quality_estimation method_explicitly_predicts baseline_methods aesthetically_pleasing aesthetic_quality_images aesthetics_classifier_trained significant_improvement novel_problem extremely_beautiful describable_attributes estimating_query_specific interestingness, 'Social good'
226,attributes_elicited object_recognition gather_relevant_attributes actively_augment compact_vocabulary human_nameable_visual attributes_offer attributes_resolve_inter class_confusions human_understandable clear_advantages annotators_effort images novel__nameability manifold expertise__andor insufficient_descriptive properties_need nameability_model human_annotators nameable_property inefficient__costing substantial_effort mid_level_features prioritizes_candidate_attributes, 'Social good'
227,necessarily_appropriate superior_performance part_based_models cover_large_portions human_parsing human_bodies torso_left_arm introduce_hierarchical_poselets human_parsing organize_poselets human_parsing hierarchical_poselets extreme_case considers_rigid_parts torso_head half_limbs structured_model human_anatomy rigid_parts model_parameters, 'Social good'
228,two_layer_sparse coding_scheme layer_codes pixel_level second_layer pixel_level approach_accounts develop_algorithms high_order_dependency learned_features hand_written_digit recognition jointly_encodes_signals learning_image_representations descriptors object_recognition layer_encodes_local patches codebook_learning region__unlike local_regions encode_local_patches caltech_benchmark method_leads algorithm_gives_excellent results data_encoding, 'Social good'
229,generate_rich_visual feature_sets descriptors generate_image_level features depth_images importantly__hierarchical kernel_descriptors linear_svms match_kernels depth_images form_image_level features turning_pixel_attributes kernel_descriptors object_recognition_tasks everyday_objects nonlinear_svms naturally_extended evaluate_hierarchical_kernel descriptors extract_features pixel_attributes, 'Social good'
230,category_recognition scale_invariant_feature transform__sift sort_local ranking_function superior_performance differential_features detected_local algorithm_substantially_improves handcrafted_rule_based method_used points_according learning_effective_descriptors object_image_retrieval different_imaging_conditions pascal_databases visual_objects data_driven_approach images_containing challenging_problem identify_stable_local,'Computational biology'
231,large_scalraphical models stereo_reconstruction distributed_computers memory_requirements handle_large_problems optimality_guarantees recently_developed_message passing_algorithms consistency_messages sent distributed_message_passing algorithm images_larger introducing_types, 'Social good'
232,large_image_regions different_scenes representative_window modeling_images appropriate_local_counts possible_feature_count combinations modeled_image building_entrance higher_elevations fig camera_pans_upwards counting_grid different_ways image_drop feature_counts considerably_larger modeled_images image_feature_counts representation_allows_direct application resulting_representation_captures backdrop_formed larger_scene word_counts feature_count_combinations feature_counts_mimics considerably_smaller feature_counts image_features, 'Social good'
233,Sampling_bedrooms principle_ones domain_based evaluation_method understanding_indoor_scenes single_blocks separately_model estimate_continuous_parameter values image_data combine_reversible_jump metropolis_hastings_samples g_picture frames generative_statistical_model environments_typically imaging_process camera_parameters particular_parameter_space includes_block_positions block_sizes living_rooms camera_parameters stochastic_dynamics driven_mcmc_sampling discrete_changes ground_truth_camera parameters edge_likelihood, 'Social good'
234,g g_windows spatial_repetition detected_objects maps_states confident_regions algorithm_finds detecting_objects scene_layout specific_constraints approach_detecting_distinct textures texture_arising objects_improves_object detection single_image joint_reasoning optimal_policy scene_interpretation shown_great_promise combining_object_detections reconstructed_surfaces reinforcement_learning_framework scene__reconstructing globally_consistent_scene interpretation__inference coarsely_reconstruct sequential_interpretation long_term_loss tests ground_truth_obtained image_regions identifying_textures, 'Social good'
235,scene_parameters independently_detecting_objects unique_ability_estimate camera_poses formulation_called_semantic structure geometrical_properties_associated scene_points constraints_make relate_cameras turn__make object_detection sfm__ssfm object_detections enhance_camera pose_estimation street_view_pedestrians geometry__cameras points__objects max_likelihood_problem properties_allow image_features kinect_office_desktop verify geometrical_constraints_provided simultaneously_estimated geometry_estimation_process semantic_information object_classes single_images feature_point_based motion__sfm addresses theoretical_claims conventional_rigid_structure geometrical_constraints camera_parameters motion, 'Social good'
236,segmented_regions later_refined natural_scenes considering_individual_regions predict_relative_illumination conditions non_shadow_regions lighting_model pixel_based quantitative_basis information__classification results perform_pairwise_classification image_matting single_images shadow_freround truth_images shadow_detection edge_information shadow_free_image, 'Social good'
237,computational_solution natural_random_walk interpretation hermitian_eigenvalue_problems accurate_contours graph_compression contour_criterion finding_one_dimensional structures untangling_cycle_cost function significant_improvements graph_circulation weighted_graph method_finds salient_contours cost_function identifying_persistent_cycles, 'Social good'
